Hotel,Review,Site,Categories and Themes
St. Regis Singapore,"I’m generally not a person to leave a bad review unless it is really bad. I’m with my family and we booked a suite and a connecting room for two weeks. Service have been the worst I’ve ever experienced especially unforgivable coming from a 5 star. It is a costly stay to start with and service is a 2 star coming from concierge to the bar especially. Housekeeping is terrible and doesn’t keep the place clean. Absolutely disappointing. 
Will never stay here again.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Poor cleanliness (dirty linens, bad odors, pests)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Comparing negatively to other 5-star or boutique hotels""]}]}"
St. Regis Singapore,"Used to be a regular for many many years and stopped coming due to the corporate management and your Status means zero I mean ZERO but was never like that beforE like 4-5 years ago but new management is horrible. We are titanium elite means zip. Our room this stay although asked for months ahead for upgrade of course based on availability but in old days when management was not so stuffy and horribly corporate we always got a suite. This stay worse room in the hotel by the elevator. Came back for last try for the Barings AGM conference I warned Barings top management about this tired property and regimented corporate management who hide behind desks and once in awhile if your lucky after a week or 10 days a duty manager will reply to an email you always get dirty out of the office reply. Now for the food? The conference was terrible but expected but they have  very nice restaurants in the hotel and ALL I MEAN ALL Don’t allow your status for discounts like we get 20 off everywhere in marriot properties but this one. Even the Japanese restaurant at 400.00 plus plus for 12 pieces of tempura. Now the platinum lounge, we walked out was so embarrassed along with our colleges your allowed one drink from a menu of three corny cheap drinks they don’t even allow you there signature drink and the appetizers that came 20 minutes later the pita was frozen and hard like a Rock I mean like a rock and nothing to drink so we all left. There butler service takes up to 15 minutes to answer the phone and rarely get your order right. Not even after all these years and we come to Singapore 5 times a year 9 days per stay not even a welcome back from front desk and asked for the manager or duty manager or supervisor on check in and got, sorry nobody around. The management puts the front desk people to do the dirty work and they have zero power. Oh for concierge????? For a 5 star hotel that they claim to be??????????? they do not have concierge any longer, one of so many cut backs. This tired property is a 3 plus star at best. We are booked from here at at regis Bali OMG night and day from this property than Osaka and these like most are real st regis properties with real management. We are big st regis fans and that’s our first pick when traveling and we spend 80 plus nights in hotels per year. Not only is this the worse property but worse st regis anywhere in the world. The management gets away with this so until the owners  wake up? It will never change and BTW we are also marriot hotel partners and never ever would we allow to leave incapable management to ruin our properties name not to mention marriot name. Even told them we are marriot partners not even that meant anything. So good luck staying here. Another one of our Funds was planning an event here thank god there reconsidering. And wait till the manger replies to this message. Will be more garbage as I’m sure he has never meet a hotel guest. We check out on the 28th 3 more nights and never ever again.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food"", ""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Comparing negatively to other 5-star or boutique hotels""]}]}"
St. Regis Singapore,"Had a very poor stay for a week at the St. Regis Singapore.  The hotel has a lot of issues that it needs to address on all levels.
Check in was good with the bellman taking our luggage from the car and holding it till we were assigned our room.  He however did not escort us to the room, but that was ok and turned up with our luggage a few minutes after we were in the room.  However, he did not show us around the room, just put the luggage in their place and left.
The room was somewhat dated, though ok in general, but not really a true 5-star furnishings.  Maybe years ago, but not anymore.  The butler eventually showed up with some fruits and to ask if we wanted any coffee or tea (did not offer to unpack as they should).  That was the last we saw of him for a couple of days.  
We ordered room service to get some food, which turned out to be terribly oversalted and very small portions.  When we called to have the tray removed, it took forever to get someone to answer the phone which they did not do, and I finally had to put the cart outside myself to have it taken away.
The non-answering of phones by any staff is a norm a this so called 5-star hotel.  You can call anyone, butlers, concierge (whose desk I never even saw in the lobby) or the operator.  Its truly a hit and miss experience to get someone to pick up the phone on the other end.  And when finally, someone answers, they either do not get what you ask for properly, or just take forever to do it.  For example, we asked for an air purifier in the room.  The young man who spoke no English showed up with a humidifier, and when I tried to explain to him that this is not what I asked for, he had no clue what I was speaking of.  I sent him on his way with the humidifier accepting the fact either they do not know what I am speaking of, or they do not have one.  When I called the operator about it, they said they will look into it, but since we were tired, I said forget it for now.  Sure, enough they called the next day to let us know that the hotel does not have any air purifiers for the rooms.  So much for 5-star service.  I can get purifiers at other hotels no problem, wonder why I cannot do that here.
The next day we went for breakfast at Les Saveurs.  The food at the buffet is average at best, salty and not very exciting.  It took us a couple of days to find items we like to eat that did not contain all the salt.  Asking for coffee is another nightmare since it takes half hour or more to get a cup and the servers really have no clue what you are asking about.  Same for a glass of water.  The sous chef is walking around the entire breakfast area and does not know much about what types of food they really serve.  I have never seen a sous chef spending the entire mealtime walking around, and not be in the kitchen helping to cook the food.  Also, when he stands at your table and sees dirty dishes you think he would pick it up and take it away.  No, he does not do that, he lets the service staff do it when they get a chance which can be your entire meal. So, the so-called great buffet breakfast though plenty of options was not worth it.  And the items are the same every day no change at all what you can choose other than what they have on the menu or at the buffet table and all those items are the same every day.  Even a Hampton inn changes items daily.   We were going to try to have dinner at the restaurant as well but after the breakfast experience, we decided to skip the potential experience.
When I asked for laundry to be done, I clearly marked the ticket to have it back the same day, yet they had to call to verify that I wanted my laundry done the same day.  The day before we left, I had a couple of items to be laundered and the butler was surprised that I asked for same day service.  Note they charge double for express service which is absurd from a so called 5-star hotel.
We also had issues at the reception desk where the staff are constantly busy chatting with each other, and it seems and imposition on them to help the guests.

Overall, the best staff are the bellmen for their friendliness and the rest of the staff is either still asleep while working or have no idea what it means to be truly helping the guests.
We had the choice of this hotel, the 4 seasons and the Regent amongst others in the area and we chose the St. Regis.  Huge mistake.  I stayed at the Regent years ago and the service far exceeds what the St. Regis offers including the food, etc.
Next time we will stay elsewhere since this St. Regis really left a bad taste in our mouth.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food"", ""Long wait times for in-room dining or restaurants"", ""Limited menu choices vs. premium expectations""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Hidden charges / unexpected fees"", ""Comparing negatively to other 5-star or boutique hotels""]}]}"
St. Regis Singapore,"Chose to stay at St Regis Singapore if you want to be charged 5-star prices but receive 2-star Geylang motel service. Expect to call the front desk at least eight times and not get a single answer, expect the front desk staff to blatantly lie about room availability and info. Tiara at the front desk was particularly incompetent so turn and leave if she serves you. 

There are much better options in Singapore than this old, understaffed dump.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Comparing negatively to other 5-star or boutique hotels""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}]}"
St. Regis Singapore,"Covid has made the Regis more like an Ibis.
What kind of hotel has a policy that treats guests like criminals when you have friends over.
We had a birthday party of about 10 pax. But when they delivered ice, started questioning us and said that only 2 guests are allowed.

The issue was, none of us were planning to stay over except for the bday boy.
Then came a series of knocks on the door as well as calls to harass everyone in the room to clear out at about 12am, all while treating the hotel guests like criminals for violating their highly policed ""no friends after 1030"" policy. 
In fact one of the staff AMY actually came out to antagonize us further at the main lobby. All whilst plainly repeating it's ""hotel policy"" that friends are not allowed post 1030pm. Despite trying to explain that we are not staying over, she kept on insisting the same with no further explanation. 

1. We did not make much noise in the room (despite what I believe the mgmt will claim). So the question is, Why is st Regis Singapore being more strict than the Singapore government? there is no such rule that restricts a gathering of friends post 1030. Is marriott running a Luxury hotel or an elderly retirement home? What purpose could this policy serve? 

2. As we were standing on the carpet outside with the St Regis insignia proudly emblazoned, the staff vacuuming told us ""excuse me"" and gestured for us to get off the carpet onto the tarmac so he can vacuum. Now, I have stayed in numerous Marriott properties across the globe and has never encountered such behavior from the staff. 
Of course, only at st regis Singapore. Whilst he did apologize upon realizing we were annoyed, the damage was done. 

As many others have pointed out here with similarly long barrage of words, it is quite evident that many guests are miffed enough to put all our dissatisfaction into words. That the service levels have deteriorated to such levels that we must say something. 

If you value a good hotel experience without feeling highly restricted by nonsensical ""policies"", you're really better off elsewhere. ",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Inflexible Policies""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Privacy breaches (noise from staff, unannounced entry)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"I actually booked months ago 10 nights at the St Regis Sjngapore I normally get upgraded as a Titanium Elite member to a suite it’s very very rare I do not. as it’s not easy to spend over 75 nights at one chain so I think that that’s well reserved.when I booked the reservation I also Spoke with other Singapore 5 star all saying no problem we will upgrade you allot do it on bookings done do it a week prior the rules are day of check in. this property does not value marriot status at all in any way shape or form
Used to stay at this property allot. I had a ton of emails back-and-forth they do everything in their power in their email to try to upset you they know you’re Titanium Elite so they know you understand the business. I played along with them for two months all the way to the end and finally God sorry there’s no way will be able to give you a sweet my bet is as I hear from all of my other business associates the travel Sjngapore no longer stay there either they never even tried. Furthermore I have emails going back-and-forth with 25 star properties with them saying that they look after both reservations when I questioned that and made a big deal of it it got dropped. I think the hotel manager is really really got his work cut out and if you want to get a response it will take 1 to 3 days because every time you emailed them back they’re out of the office for a day two days three days I’ll contact you when we’re back it seems like nobody’s working there. But I will say they do address both emails back so so sorry for the delay that’s on over 20 emails out of the 20+ that went back-and-forth I challenge the general manager to read them to see what’s going on more so talk to the staff he will know right then and there he’s got a big problem on his hands. I’m booked in sept for a conference there where the firm we invest with is having the event but I will probably cancel as well. You don’t need the st regis specially if you don’t want to be looked down on. Stay at the JW or Vagabond the W for a few nights break? All Singapore marriot hotels the front desk is wonderful but definitely not at regis",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Lack of Confirmation""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"Hi General Manager Radu, I am getting in touch to share multiple incidents that occurred during my recent stay at your hotel - there's much to be done so that the St Regis can continue to claim its 5-star luxury hotel status that is promised to guests. The customer service touches (big and small) were missing - and I feel compelled to make this displeasure known.

RESTAURANT BOOKING
On 26 April, I called Yan Ting restaurant, the hotel reservations hotline, and emailed the reservations desk to ask for assistance to book a table for 5 pax at Yan Ting on 3 May for lunch. I was told it was fully booked, but both the reservations team and the restaurant team told me that they will give me a call back to let me know once a table is made available. NO ONE CALLED ME BACKI then found out that a friend of mine dined with 5 pax on 3 May for lunch, and they only called the restaurant the day before on 2 May to get a table.

STAFF and BUTLER SERVICE (THE WORST)
I was promised a 5-star butler service that came with my suite. I would give it 1-star at best. Below are 4 incidents of incompetent and piss poor service in a 5-star hotel that promises ""uncompromising luxury"" and ""timeless elegance"".

Incident #1:
I called at 5pm to check if I can get a dress pressed by 6pm to attend a wedding at the hotel ballroom - to which the butler service said the fastest they can do it is 2-hours. I understand. So I asked them to send up an ironing board and an iron so I can do it myself. The ironing board only came up to my room at 5.40pm. How does it take 40 minutes to send up an ironing board and iron?

Incident #2:
In the evening I needed assistance to connect my mobile device to the in-room speaker. The butler service advised that android phones work better. It didn't. So they sent up a technician, who came to my room to give me an audio jack cable to connect to my phone. FYI, it has been 6 long years since headphone and audio jacks on mobile devices have been killed.

Incident #3:
I was having breakfast downstairs at 9.30am and I asked one of the staff to arrange for room service to clear table (plates, cups, leftover room service food) in my suite's sitting area. I went back up to my suite at 10.30am. IT WAS NOT CLEARED. So I called the butler - 3 times and no one picked up. I called the in-room dining hotline - no one picked up. So I had to personally go downstairs to the reception, to tell them to arrange for someone to go to my suite to clear. I waited in the hotel lobby for 45 minutes. But when i went back up to my room. It was cleared, but it was ONLY HALF CLEARED. There were still half drunk wine glasses on the table, empty popcorn buckets, trash under the coffee table. WHY WOULD SOMEONE CLEAR IT ONLY HALFWAY AND LEAVE? So I called reception to let them know... and then I proceeded to clear it myself, and left a tray outside the room. They only sent someone up again AFTER 30 MINUTES.

Incident #4:
Before I went for my lunch reservation at 1.30pm. I checked out of my room at 1.15pm, and also let the front desk staff know that I have a food item that I placed in the hotel's basement freezer the day before for storage. And I asked for the hotel to have it prepared for me to take back once lunch was done. Lunch was done, I alerted the concierge and front desk to help me retrieve my item. They COULD NOT FIND IT. And I waited in the car at the driveway for another 20 minutes while they searched.

BILLING
Received a digital copy of my bill/receipt from the stay via email. The email says ""if you have any questions, please contact the hotel at the phone number in the attached folio"". Well, I have questions but there is NO PHONE NUMBER in the attached folio. I do expect a call back from yourself or from a member of your staff to rectify this and also I have questions on the bill I was sent.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Lack of Confirmation""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Surprise charges or billing mistakes""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Poor problem resolution"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Malfunctioning room technology""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Mishandling of guest belongings""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"I want to start off this review by saying I’ve checked out a couple of days by now, and these are still bothering me, and I checked out of the hotel not well rested at all and pissed for a few days now. 

I’ll start off with the positive first. 
Front desk was great, friendly and probably the only people in the hotel who are actually working. 

I will be breaking down the rest of my horrendous stay by department. The lady who checked me in (I didn’t get her name, korean girl, grey jacket, not wearing glass) 

Before my arrival: 
1) Email reply was from a template. Birthday became proposal. In retrospect, I should have taken that as the first red flag to cancel my booking. 

Butler:
1) I was told by front desk that on the day of my arrival I can order coffee or tea from the butler, one each per person. My partner wanted a tea first when we checked in I didn’t want anything yet, so we only ordered one drink. I later wanted to order my tea, and was told that I will have to pay for it. Well, what a wonderful paid ‘welcome drink’ then. 

2) We ordered room service and despite already putting a deposit to the account we were asked if we wanted to pay by cash or credit card. Normally I wouldn’t care, but both of us were in bathrobe, it was incredibly uncomfortable. 

Spa: 
1) I had to pay less than a dollar for the price difference which I was happy to, until the receptionist said something which I took offence on. ‘We don’t take cash, you want we can swipe $10.20 on your card, will it go through?’ I was rather shocked at that point. And she continue by saying the additional amount we charge can be your tip to the masseuse. Let’s not forget at this point this was before my treatment. So you are telling me a high end spa is asking me if $10.20 will go through in my card? And passive aggressively asking me to tip your masseuse, when I don’t even know if she is going to be good? Incredibly ridiculous. 

Breakfast: 
This lady - Doris, was frowning the entire time we were ordering. I initially dismissed it off as just her expression until she ‘tsk’ when my partner needed a few more seconds to decide what to order. For a luxury hotel, giving your guest a few more seconds would result in being treated in such a condescending manner? I don’t want to say this, but as I was observing her around the restaurant, it looks like we were the only one being treated that way, maybe because both of us are very young looking, but this was really unprofessional. 

Room cleanliness: Pillow has a sweaty and mouldy smell. The last I smelt it was in a hostel 10 years ago when I was a student. It was really bad and we couldn’t sleep well, trying to avoid smelling the pillow. 
The bathroom floor was sticky too. 

Staff attitude: When I say staff this DOES NOT include the lovely, amazing ones at the front desk, kudos to the front desk managers for training your staff so well. Every call I make by dialing 0 I can hear the staff being disinterested and often speaking in a ‘what do you want now’ attitude. Their
 words may not say it, but the tone is easily it. 

Checked out: I am not sure what they want, but they sent me my PAID bill 3 times. Once’s was at 2am. 

All in all it was such a horrible stay, I wish I could have trusted the previous reviews I read on trip advisor took my money elsewhere. For those who made your booking and is refundable, please trust me, don’t make the same mistake as me, CANCEL IT AND RUN. For those who made a booking and cannot be refunded, my condolences to your money.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Booking Error""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Surprise charges or billing mistakes""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Poor cleanliness (dirty linens, bad odors, pests)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Hidden charges / unexpected fees""]}]}"
St. Regis Singapore,"I am very upset and angry with the hotel service I received and the employees that liase with me. I am not usually a fussy customer, however this is my first time complaining about a 5 star hotel service and employees! 

The start of my complain. Upon booking I requested for early check in and late checkout. Therefore, I called in at about 12pm to ask if the room is ready if I come at about 1pm. The employee I spoke to on the phone told me room is almost ready and I can make my way there, I should be able to check in early.

I arrive at 2:30 to find out room was not ready at all! They told me they’ll call once room is ready but no call till 3:10pm. Since I was just waiting at the lobby, I decided to approach the receptionist. Then he gave me room key. 

I requested in advance and remind when I arrive at 2:30 to do a simple deco for the room as it was my mom’s birthday. No decoration was done but they did send the complimentary cake. 

Upon booking, I did request for early check in and late checkout.

The next day, I called and they mention latest is 12:30 as there is another guest waiting to use the room. I understand that late checkout is depending on availability so we left on time.

The very next day my sister and I realise we forgot some of our expensive eyeshadow palettes in the room cabinet. I then immediately called the hotel. They told me housekeeping staff did not found any item upon cleaning.

However, they kept my case open. Later on the employee called back to confirm nothing was found. My sister called back on my behalf an employee name Hidayat assisted her. She told him exactly where the items was left. Later on, I got a call and apparently housekeeping staff found some of our items. 

My sister went to the hotel as soon I got the call as we are working just beside the hotel. It was some other less valuable items that we forgot. 

My sister insisted and requested to check in the room by herself as she was very sure the items was left in the room. The employee was reluctant but they eventually brought my sister to the room. To my sister’s surprise, it was after 24 hours since we checked out and the room was in the exact same condition like how we left. The items was found in the exact same location that my sister mentioned. This was witnessed by the employee that accompanied my sister to check in the room. We felt so cheated! Clearly the hotel staff did not bother to check for our items properly, especially at the place where we mentioned. Not only that, there was no guest right after us, we felt so cheated as the employee lied to us just deny our late check out request with the reason that there is a guest already waiting to use the room.

This is my first horrible and irresponsible experience in a 5 star hotel. I will never recommend St Regis to anyone anymore.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Lack of Confirmation"", ""Inflexible Policies""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Room not ready upon arrival""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Mishandling of guest belongings""]}]}"
St. Regis Singapore,"Front office manager was rude. Can see that she is super entitled and dare to say that she is the front house manager and that she knows how to run her operation and that the door is always open for me to go. Also mention that the general manager thought her this. If  its not for my mother in law that has flew miles to see me here, i would definitely leave.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff""]}]}"
St. Regis Singapore,"Claimed to be 5 star but service delivery attitude is more like  1 or 2 star. Waited in queue for quite some time as only 2 out of 3 receptions in operation. When one of the receptionists became available, she went to serve the Caucasian standing behind me who was clearly equally surprised. Perhaps, because I am local?!Receptionist assured there will be discount for in-room dining for Marriot member but turns out untrue. Inconsistent promotion. Staff not trained? Most impersonal butler service ever experienced,,,,,none are friendly or exudes any  genuine hospitality. They are in name and dressed like butlers  only but  behave like any other general  hotel staff in other hotels.  Received  assurance  that clothes will be ironed and returned (given within the  stipulated time frame) before dinner but clothes turned up after I left for the dinner (in shorts & T-shirt). in-room dining food tasted terrible. All the food taste same but are just titled different names. Went to the spa, Everything is minimalist including missing staff at spa reception.  Cannot find an extra bath-robe when the one given got wet.  Overall, one of my worst staycation ever. Not worth the money or the time spent unless you are Caucasian and dress 'atas'? The theme is ""Ultimate Elegance"" but nothing elegant about the staycation at all. Most disappointing.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Poor service""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"Booked a staycation to rest and celebrate Chinese New Year Eve and First Day of the Year at this hotel. My review based on personal encounter is as in the following points which the hotel needs to take note of, I would like to to share the points which I have experienced during my stay which led me to come to my given rating of 1. 1. Upon arrival at the park entrance, the doorman or usher would be the first sign of welcome to at least handle my luggage to be uploaded from the car if the car passenger door was not opened. You can experience this first hand at Marina Bay Sands, a 5 star hotel. 2. During check in at the front desk, check-in processing was smooth. However, I didn’t feel the welcome and continuity when I tried to make conversation with the personnel. 3. The room is very nicely furnished but the television is not user friendly. Hence, at one point I couldn’t even access the channels after turning it back on. 4. I visited the pool and upon enquiry to take a look at the premises. I was warned that if I used the pool without a booking and when a check is done I would be solely responsible for my actions. This is not something which I would like to hear during my stay from a service staff of the hotel. 5. When I made a Grabfood delivery to be received on the first day of CNY, I realised that my delivery would have to be self collected at the front desk upon enquiry. Upon my arrival to collect, the hotel service man even knew what room number the delivery is for and enquired with me before handing it over. So the last day of my stay, I personally went down to wait for the delivery rider to receive it at the entrance of the hotel. My observation is that this point can be improved and considered to at least offer a delivery up the room by the hotel staff if possible. 6. Overall, it was quite a strange stay for me at this hotel. It is very grand but yet the level of service is not very welcoming for guests in my experience. I would like to hear from you via this email what can be done even after my sharings because of receiving this rating of 1?",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Malfunctioning room technology (smart locks, lighting, automation)""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Marina Bay Sands ,"We were given a room on the second floor, which made it feel more like being part of a shopping mall than a hotel. I wouldn't recommend queuing in Tower 3 upon arrival, as these rooms are closest to the main road, meaning you'll hear traffic noise 24/7. There's no view, making it pointless to spend hundreds of dollars just to access an infinity pool. Save your money and go for an infinity pool experience in Dubai instead. This hotel definitely seems geared towards privileged individuals who come for gambling. Lobby staff indirectly inquire about your purpose of visit to hotel, likely so they can assign better rooms to those who are there to gamble while their partners are shopping.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
Marina Bay Sands ,"This hotel was supposed to become the best stay on our holiday, but instead it became the worst. On that holiday we stayed in 11 different hotels, but Marina Bay Sands really disappointed us, which was a shame as it was the last stay before returning home. When we arrived at 3.45pm (which was 45 minutes after check in started) we found a long queue at the reception. I understand this a large hotel, but queuing for 30 minutes at a 5 start hotel just to check in is not a great start. At 4.15pm we finally got to the check in assistant. Check in took 10 minutes. At 4.25pm the assistant told us that our room was not ready and that she doesn'y know when it will be ready. We couldn’t believe it. Marina Bay Sands is not just a roof swimming pool or an observation deck. Marina Bay Sands is first of all a 5 star hotel. And the fact that our room was not ready on time is completely unacceptable. For a 5 star hotel this is a fiasco. We had to spend 35 minutes by the roof swimming pool, although the pool was closed due to a pouring rain. At 5pm we received an email that our room was ready. It has been 2 hours since the check in started. To get into the room we had to go back to the reception and exchange our temporary passes into the regular ones. Unfortunately, we had more issues. In the morning my husband found that his pass stopped working - he couldn’t use the lift or get back into our room so he had to go back to the reception again. When the reception replaced his pass, he went to the lift again and still couldn't use it. After replacing the pass for the second time, he could finally get back to our room. This service is again unacceptable for a 5 star hotel. We left quite disappointed with the value we received for the price. We expected a first class experience in everything, but such a horrible check in process and the issue with non-working passes really ruined our impressions about this hotel. This hotel is not worth the price, we will not come back there.",booking.com,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""System Errors""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Room not ready upon arrival""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Malfunctioning room technology (smart locks, lighting, automation)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
